"variabletype" "activitytype" "subjectid" "meanvalue"
"tbodygyrojerkmagmean" "laying" 28 -0.978220270625
"tbodygyrojerkmagmean" "laying" 29 -0.997322526811594
"tbodygyrojerkmagmean" "laying" 30 -0.985086413428571
"fbodyaccmeanx" "walking" 1 -0.202794306326316
"fbodyaccmeanx" "walking" 2 -0.346048161016949
"fbodyaccmeanx" "walking" 3 -0.316614011689655
"fbodyaccmeanx" "walking" 4 -0.426719449666667
"fbodyaccmeanx" "walking" 5 -0.287782607410714
"fbodyaccmeanx" "walking" 6 -0.187934323140351
"fbodyaccmeanx" "walking" 7 -0.343048405789474
"fbodyaccmeanx" "walking" 8 -0.247389011875
"fbodyaccmeanx" "walking" 9 -0.294711163653846
"fbodyaccmeanx" "walking" 10 -0.114190001283019
"fbodyaccmeanx" "walking" 11 -0.396533731864407
"fbodyaccmeanx" "walking" 12 -0.05435763951
"fbodyaccmeanx" "walking" 13 -0.335030121052632
"fbodyaccmeanx" "walking" 14 -0.421498172542373
"fbodyaccmeanx" "walking" 15 -0.31744092037037
"fbodyaccmeanx" "walking" 16 -0.394790433529412
"fbodyaccmeanx" "walking" 17 -0.360991674918033
"fbodyaccmeanx" "walking" 18 -0.37147515625
"fbodyaccmeanx" "walking" 19 -0.0299815666923077
"fbodyaccmeanx" "walking" 20 -0.147404272166667
"fbodyaccmeanx" "walking" 21 -0.273496158519231
"fbodyaccmeanx" "walking" 22 -0.0994928588891304
"fbodyaccmeanx" "walking" 23 -0.275404187920339
"fbodyaccmeanx" "walking" 24 -0.492419802586207
"fbodyaccmeanx" "walking" 25 -0.609038908918919
"fbodyaccmeanx" "walking" 26 -0.321959549661017
"fbodyaccmeanx" "walking" 27 -0.308702374385965
"fbodyaccmeanx" "walking" 28 -0.280062182962963
"fbodyaccmeanx" "walking" 29 -0.135819505761321
"fbodyaccmeanx" "walking" 30 -0.351402910907692
"fbodyaccmeanx" "walking_upstairs" 1 -0.404321784150943
"fbodyaccmeanx" "walking_upstairs" 2 -0.266720933270833
"fbodyaccmeanx" "walking_upstairs" 3 -0.392004211474576
"fbodyaccmeanx" "walking_upstairs" 4 -0.294488270365385
"fbodyaccmeanx" "walking_upstairs" 5 -0.161485339978723
"fbodyaccmeanx" "walking_upstairs" 6 -0.131075372803922
"fbodyaccmeanx" "walking_upstairs" 7 -0.336199426470588
"fbodyaccmeanx" "walking_upstairs" 8 -0.166411065387805
"fbodyaccmeanx" "walking_upstairs" 9 -0.342735952653061
"fbodyaccmeanx" "walking_upstairs" 10 -0.139410790617021
"fbodyaccmeanx" "walking_upstairs" 11 -0.355348902222222
"fbodyaccmeanx" "walking_upstairs" 12 -0.321447925192308
"fbodyaccmeanx" "walking_upstairs" 13 -0.382460736363636
"fbodyaccmeanx" "walking_upstairs" 14 -0.323508442240741
"fbodyaccmeanx" "walking_upstairs" 15 -0.0746328434375
"fbodyaccmeanx" "walking_upstairs" 16 -0.474984014705882
"fbodyaccmeanx" "walking_upstairs" 17 -0.1397522212625
"fbodyaccmeanx" "walking_upstairs" 18 -0.465097261896552
"fbodyaccmeanx" "walking_upstairs" 19 -0.15687949467775
"fbodyaccmeanx" "walking_upstairs" 20 -0.140439074776471
"fbodyaccmeanx" "walking_upstairs" 21 -0.319169340234043
"fbodyaccmeanx" "walking_upstairs" 22 -0.0553996485285714
"fbodyaccmeanx" "walking_upstairs" 23 -0.272605689568627
"fbodyaccmeanx" "walking_upstairs" 24 -0.395790553898305
"fbodyaccmeanx" "walking_upstairs" 25 -0.521649838769231
"fbodyaccmeanx" "walking_upstairs" 26 -0.242820756127273
"fbodyaccmeanx" "walking_upstairs" 27 -0.417607401176471
"fbodyaccmeanx" "walking_upstairs" 28 -0.266101343372549
"fbodyaccmeanx" "walking_upstairs" 29 -0.109793480008163
"fbodyaccmeanx" "walking_upstairs" 30 -0.420402828153846
"fbodyaccmeanx" "walking_downstairs" 1 0.0382291831510204
"fbodyaccmeanx" "walking_downstairs" 2 0.112841160325532
"fbodyaccmeanx" "walking_downstairs" 3 -0.0421706943244898
"fbodyaccmeanx" "walking_downstairs" 4 -0.0722392276888889
"fbodyaccmeanx" "walking_downstairs" 5 0.0984320090212766
"fbodyaccmeanx" "walking_downstairs" 6 0.328308506041667
"fbodyaccmeanx" "walking_downstairs" 7 0.0443428315319149
"fbodyaccmeanx" "walking_downstairs" 8 0.136590199860526
"fbodyaccmeanx" "walking_downstairs" 9 0.103128506197619
"fbodyaccmeanx" "walking_downstairs" 10 0.215665273157895
"fbodyaccmeanx" "walking_downstairs" 11 0.0351937228130435
"fbodyaccmeanx" "walking_downstairs" 12 0.0235049348717391
"fbodyaccmeanx" "walking_downstairs" 13 -0.0726602663212766
"fbodyaccmeanx" "walking_downstairs" 14 0.0212541553977778
"fbodyaccmeanx" "walking_downstairs" 15 0.235309825547619
"fbodyaccmeanx" "walking_downstairs" 16 0.0368263528276596
"fbodyaccmeanx" "walking_downstairs" 17 -0.0226239171245652
"fbodyaccmeanx" "walking_downstairs" 18 -0.350086793272727
"fbodyaccmeanx" "walking_downstairs" 19 0.537012022051282
"fbodyaccmeanx" "walking_downstairs" 20 -0.0343309987555556
"fbodyaccmeanx" "walking_downstairs" 21 0.104323529982222
"fbodyaccmeanx" "walking_downstairs" 22 0.195348406222222
"fbodyaccmeanx" "walking_downstairs" 23 0.205428216353704
"fbodyaccmeanx" "walking_downstairs" 24 -0.222324293454545
"fbodyaccmeanx" "walking_downstairs" 25 -0.372245192931034
"fbodyaccmeanx" "walking_downstairs" 26 0.022800096142
"fbodyaccmeanx" "walking_downstairs" 27 0.0829831545090909
"fbodyaccmeanx" "walking_downstairs" 28 0.0890721752173913
"fbodyaccmeanx" "walking_downstairs" 29 0.110663200244167
"fbodyaccmeanx" "walking_downstairs" 30 -0.106966957087097
"fbodyaccmeanx" "sitting" 1 -0.979641238723404
"fbodyaccmeanx" "sitting" 2 -0.985803840652174
"fbodyaccmeanx" "sitting" 3 -0.970154440961538
"fbodyaccmeanx" "sitting" 4 -0.9774624984
"fbodyaccmeanx" "sitting" 5 -0.977450812045455
"fbodyaccmeanx" "sitting" 6 -0.975351454727273
"fbodyaccmeanx" "sitting" 7 -0.972697126875
"fbodyaccmeanx" "sitting" 8 -0.981142909782609
"fbodyaccmeanx" "sitting" 9 -0.959413594
"fbodyaccmeanx" "sitting" 10 -0.984943144259259
"fbodyaccmeanx" "sitting" 11 -0.981481454339623
"fbodyaccmeanx" "sitting" 12 -0.97966614372549
"fbodyaccmeanx" "sitting" 13 -0.990135477755102
"fbodyaccmeanx" "sitting" 14 -0.976456609259259
"fbodyaccmeanx" "sitting" 15 -0.986619609491525
"fbodyaccmeanx" "sitting" 16 -0.987043828985507
"fbodyaccmeanx" "sitting" 17 -0.9939693815625
"fbodyaccmeanx" "sitting" 18 -0.993144920175439
"fbodyaccmeanx" "sitting" 19 -0.979238031780822
"fbodyaccmeanx" "sitting" 20 -0.981203064242424
"fbodyaccmeanx" "sitting" 21 -0.990610228
"fbodyaccmeanx" "sitting" 22 -0.978505368225806
"fbodyaccmeanx" "sitting" 23 -0.986325670882353
"fbodyaccmeanx" "sitting" 24 -0.989529506764706
"fbodyaccmeanx" "sitting" 25 -0.991405498153846
"fbodyaccmeanx" "sitting" 26 -0.982579546025641
"fbodyaccmeanx" "sitting" 27 -0.988682108428571
"fbodyaccmeanx" "sitting" 28 -0.979820142638889
"fbodyaccmeanx" "sitting" 29 -0.991093963666667
"fbodyaccmeanx" "sitting" 30 -0.985008785
"fbodyaccmeanx" "standing" 1 -0.995249932641509
"fbodyaccmeanx" "standing" 2 -0.983946739814815
"fbodyaccmeanx" "standing" 3 -0.960123409508197
"fbodyaccmeanx" "standing" 4 -0.973497549642857
"fbodyaccmeanx" "standing" 5 -0.964500917321429
"fbodyaccmeanx" "standing" 6 -0.977100287368421
"fbodyaccmeanx" "standing" 7 -0.976681834339623
"fbodyaccmeanx" "standing" 8 -0.988219862222222
"fbodyaccmeanx" "standing" 9 -0.971662692
"fbodyaccmeanx" "standing" 10 -0.970099814318182
"fbodyaccmeanx" "standing" 11 -0.993808050638298
"fbodyaccmeanx" "standing" 12 -0.976469472295082
"fbodyaccmeanx" "standing" 13 -0.989425965614035
"fbodyaccmeanx" "standing" 14 -0.9726995625
"fbodyaccmeanx" "standing" 15 -0.986724998867925
"fbodyaccmeanx" "standing" 16 -0.989427670897436
"fbodyaccmeanx" "standing" 17 -0.990927533846154
"fbodyaccmeanx" "standing" 18 -0.990409919315068
"fbodyaccmeanx" "standing" 19 -0.987352048356164
"fbodyaccmeanx" "standing" 20 -0.96193272890411
"fbodyaccmeanx" "standing" 21 -0.978327686179775
"fbodyaccmeanx" "standing" 22 -0.980373909206349
"fbodyaccmeanx" "standing" 23 -0.983627197058824
"fbodyaccmeanx" "standing" 24 -0.984183633623188
"fbodyaccmeanx" "standing" 25 -0.990093202837838
"fbodyaccmeanx" "standing" 26 -0.991993372297297
"fbodyaccmeanx" "standing" 27 -0.99012181225
"fbodyaccmeanx" "standing" 28 -0.97251980164557
"fbodyaccmeanx" "standing" 29 -0.995024039692308
"fbodyaccmeanx" "standing" 30 -0.972014050847458
"fbodyaccmeanx" "laying" 1 -0.9390990524
"fbodyaccmeanx" "laying" 2 -0.976725059791667
"fbodyaccmeanx" "laying" 3 -0.980665609032258
"fbodyaccmeanx" "laying" 4 -0.958802077592593
"fbodyaccmeanx" "laying" 5 -0.968741678461538
"fbodyaccmeanx" "laying" 6 -0.939114254210526
"fbodyaccmeanx" "laying" 7 -0.953424245576923
"fbodyaccmeanx" "laying" 8 -0.953538563888889
"fbodyaccmeanx" "laying" 9 -0.946865494
"fbodyaccmeanx" "laying" 10 -0.96918420862069
"fbodyaccmeanx" "laying" 11 -0.983801365614035
"fbodyaccmeanx" "laying" 12 -0.956248487666667
"fbodyaccmeanx" "laying" 13 -0.974716920483871
"fbodyaccmeanx" "laying" 14 -0.933936178235294
"fbodyaccmeanx" "laying" 15 -0.974016176527778
"fbodyaccmeanx" "laying" 16 -0.980213187428571
"fbodyaccmeanx" "laying" 17 -0.974359280140845
"fbodyaccmeanx" "laying" 18 -0.985179972153846
"fbodyaccmeanx" "laying" 19 -0.97453373
"fbodyaccmeanx" "laying" 20 -0.965728781617647
"fbodyaccmeanx" "laying" 21 -0.968234375555556
"fbodyaccmeanx" "laying" 22 -0.953758542777778
"fbodyaccmeanx" "laying" 23 -0.970037238333333
"fbodyaccmeanx" "laying" 24 -0.975893687083333
"fbodyaccmeanx" "laying" 25 -0.929147371232877
"fbodyaccmeanx" "laying" 26 -0.973262289210526
"fbodyaccmeanx" "laying" 27 -0.980631846891892
"fbodyaccmeanx" "laying" 28 -0.9739308675
"fbodyaccmeanx" "laying" 29 -0.986626999275362
"fbodyaccmeanx" "laying" 30 -0.974789999285714
"fbodyaccmeany" "walking" 1 0.0897127264021053
"fbodyaccmeany" "walking" 2 -0.0219048103322034
"fbodyaccmeany" "walking" 3 -0.0813024353275862
"fbodyaccmeany" "walking" 4 -0.14939963344
"fbodyaccmeany" "walking" 5 0.00946037755178572
"fbodyaccmeany" "walking" 6 0.140781621991228
"fbodyaccmeany" "walking" 7 -0.0641564202736842
"fbodyaccmeany" "walking" 8 0.316982393333333
"fbodyaccmeany" "walking" 9 -0.257677616153846
"fbodyaccmeany" "walking" 10 0.0533911909886792
"fbodyaccmeany" "walking" 11 -0.0830478435976271
"fbodyaccmeany" "walking" 12 -0.071302455092
"fbodyaccmeany" "walking" 13 0.0955150666694737
"fbodyaccmeany" "walking" 14 -0.174601844847458
"fbodyaccmeany" "walking" 15 0.111321097159074
"fbodyaccmeany" "walking" 16 -0.321500667843137
"fbodyaccmeany" "walking" 17 -0.0650267622126229
"fbodyaccmeany" "walking" 18 -0.24360627125
"fbodyaccmeany" "walking" 19 0.169258575663077
"fbodyaccmeany" "walking" 20 0.403465950921569
"fbodyaccmeany" "walking" 21 0.0338465813711538
"fbodyaccmeany" "walking" 22 0.145367520371739
"fbodyaccmeany" "walking" 23 -0.0724367317966102
"fbodyaccmeany" "walking" 24 -0.203193741396552
"fbodyaccmeany" "walking" 25 -0.251880271094595
"fbodyaccmeany" "walking" 26 -0.146702156576271
"fbodyaccmeany" "walking" 27 -0.13678354122807
"fbodyaccmeany" "walking" 28 -0.127912276044444
"fbodyaccmeany" "walking" 29 -0.0349642325433962
"fbodyaccmeany" "walking" 30 -0.193856663907692
"fbodyaccmeany" "walking_upstairs" 1 -0.190976720811321
"fbodyaccmeany" "walking_upstairs" 2 0.00992445881854167
"fbodyaccmeany" "walking_upstairs" 3 -0.0788094156644068
"fbodyaccmeany" "walking_upstairs" 4 -0.117109161492308
"fbodyaccmeany" "walking_upstairs" 5 0.0728903158085106
"fbodyaccmeany" "walking_upstairs" 6 0.0978035099588235
"fbodyaccmeany" "walking_upstairs" 7 -0.381590523137255
"fbodyaccmeany" "walking_upstairs" 8 0.263431399878049
"fbodyaccmeany" "walking_upstairs" 9 -0.405022798163265
"fbodyaccmeany" "walking_upstairs" 10 -0.0390688222212766
"fbodyaccmeany" "walking_upstairs" 11 -0.254645206944444
"fbodyaccmeany" "walking_upstairs" 12 -0.168341519859615
"fbodyaccmeany" "walking_upstairs" 13 -0.0636564765818182
"fbodyaccmeany" "walking_upstairs" 14 0.0163939234574074
"fbodyaccmeany" "walking_upstairs" 15 -0.1019354328
"fbodyaccmeany" "walking_upstairs" 16 -0.268063812745098
"fbodyaccmeany" "walking_upstairs" 17 -0.1175197356
"fbodyaccmeany" "walking_upstairs" 18 -0.363450742586207
"fbodyaccmeany" "walking_upstairs" 19 0.111818164225
"fbodyaccmeany" "walking_upstairs" 20 -0.0293832440223529
"fbodyaccmeany" "walking_upstairs" 21 0.0221598658106383
"fbodyaccmeany" "walking_upstairs" 22 0.13068653882619
"fbodyaccmeany" "walking_upstairs" 23 -0.0769773944803922
"fbodyaccmeany" "walking_upstairs" 24 -0.252412541966102
"fbodyaccmeany" "walking_upstairs" 25 -0.380150805384615
"fbodyaccmeany" "walking_upstairs" 26 -0.185528313272727
"fbodyaccmeany" "walking_upstairs" 27 -0.249688517843137
"fbodyaccmeany" "walking_upstairs" 28 -0.190589069119608
"fbodyaccmeany" "walking_upstairs" 29 -0.196011503540816
"fbodyaccmeany" "walking_upstairs" 30 -0.297813768569231
"fbodyaccmeany" "walking_downstairs" 1 0.00154990783591837
"fbodyaccmeany" "walking_downstairs" 2 0.278345041765957
"fbodyaccmeany" "walking_downstairs" 3 -0.00770048300204082
"fbodyaccmeany" "walking_downstairs" 4 -0.129606639466667
"fbodyaccmeany" "walking_downstairs" 5 0.0792280694042553
"fbodyaccmeany" "walking_downstairs" 6 0.339771173822917
"fbodyaccmeany" "walking_downstairs" 7 -0.145302311446808
"fbodyaccmeany" "walking_downstairs" 8 0.388412779763158
"fbodyaccmeany" "walking_downstairs" 9 -0.183120455428571
"fbodyaccmeany" "walking_downstairs" 10 0.00904660360263158
"fbodyaccmeany" "walking_downstairs" 11 0.0247508134326087
"fbodyaccmeany" "walking_downstairs" 12 0.150510001156522
"fbodyaccmeany" "walking_downstairs" 13 -0.0364535247659574
"fbodyaccmeany" "walking_downstairs" 14 0.3714824704
"fbodyaccmeany" "walking_downstairs" 15 0.167518099964286
"fbodyaccmeany" "walking_downstairs" 16 -0.134598352726809
"fbodyaccmeany" "walking_downstairs" 17 -0.130272514565217
"fbodyaccmeany" "walking_downstairs" 18 -0.309049613818182
"fbodyaccmeany" "walking_downstairs" 19 0.494457802230769
"fbodyaccmeany" "walking_downstairs" 20 0.524187686888889
"fbodyaccmeany" "walking_downstairs" 21 0.181138042506667
"fbodyaccmeany" "walking_downstairs" 22 0.225766560777778
"fbodyaccmeany" "walking_downstairs" 23 0.0959432893981482
"fbodyaccmeany" "walking_downstairs" 24 -0.0861829752472727
"fbodyaccmeany" "walking_downstairs" 25 -0.196381053741379
"fbodyaccmeany" "walking_downstairs" 26 -0.006237000044
"fbodyaccmeany" "walking_downstairs" 27 -0.0626729573068182
"fbodyaccmeany" "walking_downstairs" 28 0.186441733869565
"fbodyaccmeany" "walking_downstairs" 29 -0.02122937175
"fbodyaccmeany" "walking_downstairs" 30 -0.0216637054241935
"fbodyaccmeany" "sitting" 1 -0.944084550425532
"fbodyaccmeany" "sitting" 2 -0.957343498478261
"fbodyaccmeany" "sitting" 3 -0.891907751346154
"fbodyaccmeany" "sitting" 4 -0.9057829318
"fbodyaccmeany" "sitting" 5 -0.921434735681818
"fbodyaccmeany" "sitting" 6 -0.928264365454545
"fbodyaccmeany" "sitting" 7 -0.93149063375
"fbodyaccmeany" "sitting" 8 -0.94421971826087
"fbodyaccmeany" "sitting" 9 -0.911683219
"fbodyaccmeany" "sitting" 10 -0.9404502
"fbodyaccmeany" "sitting" 11 -0.934503182830189
"fbodyaccmeany" "sitting" 12 -0.942768016862745
"fbodyaccmeany" "sitting" 13 -0.959673916122449
"fbodyaccmeany" "sitting" 14 -0.932644766111111
"fbodyaccmeany" "sitting" 15 -0.938926430779661
"fbodyaccmeany" "sitting" 16 -0.961456685507246
"fbodyaccmeany" "sitting" 17 -0.96992798921875
"fbodyaccmeany" "sitting" 18 -0.976538530350877
"fbodyaccmeany" "sitting" 19 -0.960763181917808
"fbodyaccmeany" "sitting" 20 -0.945198619242424
"fbodyaccmeany" "sitting" 21 -0.968060947058824
"fbodyaccmeany" "sitting" 22 -0.939546007903226
"fbodyaccmeany" "sitting" 23 -0.953460406470588
"fbodyaccmeany" "sitting" 24 -0.962773200147059
"fbodyaccmeany" "sitting" 25 -0.959117259384615
"fbodyaccmeany" "sitting" 26 -0.954299410641026
"fbodyaccmeany" "sitting" 27 -0.974057855571429
"fbodyaccmeany" "sitting" 28 -0.946351650416667
"fbodyaccmeany" "sitting" 29 -0.969609501666667
"fbodyaccmeany" "sitting" 30 -0.954076042258065
"fbodyaccmeany" "standing" 1 -0.977070847735849
"fbodyaccmeany" "standing" 2 -0.959871697407407
"fbodyaccmeany" "standing" 3 -0.908075353770492
"fbodyaccmeany" "standing" 4 -0.889549205
"fbodyaccmeany" "standing" 5 -0.890796360535714
"fbodyaccmeany" "standing" 6 -0.930336471754386
"fbodyaccmeany" "standing" 7 -0.941883783773585
"fbodyaccmeany" "standing" 8 -0.9500491
"fbodyaccmeany" "standing" 9 -0.944849431777778
"fbodyaccmeany" "standing" 10 -0.923378745227273
"fbodyaccmeany" "standing" 11 -0.968703072553191
"fbodyaccmeany" "standing" 12 -0.932775677704918
"fbodyaccmeany" "standing" 13 -0.959427618245614
"fbodyaccmeany" "standing" 14 -0.942178248333333
"fbodyaccmeany" "standing" 15 -0.943348788679245
"fbodyaccmeany" "standing" 16 -0.96931401525641
"fbodyaccmeany" "standing" 17 -0.97417056948718
"fbodyaccmeany" "standing" 18 -0.961239135479452
"fbodyaccmeany" "standing" 19 -0.952872872465753
"fbodyaccmeany" "standing" 20 -0.898194212465753
"fbodyaccmeany" "standing" 21 -0.949694904269663
"fbodyaccmeany" "standing" 22 -0.929161387619048
"fbodyaccmeany" "standing" 23 -0.962831825294118
"fbodyaccmeany" "standing" 24 -0.948970158405797
"fbodyaccmeany" "standing" 25 -0.959846189054054
"fbodyaccmeany" "standing" 26 -0.958402317837838
"fbodyaccmeany" "standing" 27 -0.961356141125
"fbodyaccmeany" "standing" 28 -0.893430392658228
"fbodyaccmeany" "standing" 29 -0.973345770461538
"fbodyaccmeany" "standing" 30 -0.919475121186441
"fbodyaccmeany" "laying" 1 -0.86706520518
"fbodyaccmeany" "laying" 2 -0.979800877916667
"fbodyaccmeany" "laying" 3 -0.961169982903226
"fbodyaccmeany" "laying" 4 -0.938883374444444
"fbodyaccmeany" "laying" 5 -0.965419520961538
"fbodyaccmeany" "laying" 6 -0.923706791403509
"fbodyaccmeany" "laying" 7 -0.942193953846154
"fbodyaccmeany" "laying" 8 -0.951816663703704
"fbodyaccmeany" "laying" 9 -0.9343665984
"fbodyaccmeany" "laying" 10 -0.954341849137931
"fbodyaccmeany" "laying" 11 -0.971403935438596
"fbodyaccmeany" "laying" 12 -0.951265971
"fbodyaccmeany" "laying" 13 -0.965843757258064
"fbodyaccmeany" "laying" 14 -0.930366906078431
"fbodyaccmeany" "laying" 15 -0.962461124305556
"fbodyaccmeany" "laying" 16 -0.963635575142857
"fbodyaccmeany" "laying" 17 -0.954648102253521
"fbodyaccmeany" "laying" 18 -0.984909884615385
"fbodyaccmeany" "laying" 19 -0.972798824096386
"fbodyaccmeany" "laying" 20 -0.965595958382353
"fbodyaccmeany" "laying" 21 -0.960069247
"fbodyaccmeany" "laying" 22 -0.925524703472222
"fbodyaccmeany" "laying" 23 -0.982072295833333
"fbodyaccmeany" "laying" 24 -0.980830362083333
"fbodyaccmeany" "laying" 25 -0.78494581909589
"fbodyaccmeany" "laying" 26 -0.983664034342105
"fbodyaccmeany" "laying" 27 -0.982915951891892
"fbodyaccmeany" "laying" 28 -0.958436369
"fbodyaccmeany" "laying" 29 -0.989034304057971
"fbodyaccmeany" "laying" 30 -0.959974274571429
"fbodyaccmeanz" "walking" 1 -0.331560117789474
"fbodyaccmeanz" "walking" 2 -0.453806369830508
"fbodyaccmeanz" "walking" 3 -0.412374074482759
"fbodyaccmeanz" "walking" 4 -0.631005470833333
"fbodyaccmeanz" "walking" 5 -0.490251090714286
"fbodyaccmeanz" "walking" 6 -0.498520164385965
"fbodyaccmeanz" "walking" 7 0.0385832252345614
"fbodyaccmeanz" "walking" 8 -0.238634594791667
"fbodyaccmeanz" "walking" 9 -0.250806259788462
"fbodyaccmeanz" "walking" 10 -0.41218272245283
"fbodyaccmeanz" "walking" 11 -0.616402910169492
"fbodyaccmeanz" "walking" 12 -0.4223253002
"fbodyaccmeanz" "walking" 13 -0.246851507561404
"fbodyaccmeanz" "walking" 14 -0.177366434042373
"fbodyaccmeanz" "walking" 15 -0.554942138148148
"fbodyaccmeanz" "walking" 16 -0.244363048235294
"fbodyaccmeanz" "walking" 17 -0.382832802295082
"fbodyaccmeanz" "walking" 18 -0.48977105125
"fbodyaccmeanz" "walking" 19 -0.104423357596154
"fbodyaccmeanz" "walking" 20 -0.272213861705882
"fbodyaccmeanz" "walking" 21 -0.300309066730769
"fbodyaccmeanz" "walking" 22 -0.25521651373913
"fbodyaccmeanz" "walking" 23 0.0814081078542373
"fbodyaccmeanz" "walking" 24 -0.344493013448276
"fbodyaccmeanz" "walking" 25 -0.533563220540541
"fbodyaccmeanz" "walking" 26 -0.33953964559322
"fbodyaccmeanz" "walking" 27 -0.312372595438596
"fbodyaccmeanz" "walking" 28 -0.356337638518519
"fbodyaccmeanz" "walking" 29 -0.279734839433962
"fbodyaccmeanz" "walking" 30 -0.309558882615385
"fbodyaccmeanz" "walking_upstairs" 1 -0.433349702075472
"fbodyaccmeanz" "walking_upstairs" 2 -0.281001986202083
"fbodyaccmeanz" "walking_upstairs" 3 -0.504494528474576
"fbodyaccmeanz" "walking_upstairs" 4 -0.524655722692308
"fbodyaccmeanz" "walking_upstairs" 5 -0.457470676808511
"fbodyaccmeanz" "walking_upstairs" 6 -0.42724809972549
"fbodyaccmeanz" "walking_upstairs" 7 -0.317461021372549
"fbodyaccmeanz" "walking_upstairs" 8 -0.0729496941121951
"fbodyaccmeanz" "walking_upstairs" 9 -0.384710423408163
"fbodyaccmeanz" "walking_upstairs" 10 -0.301206408085106
"fbodyaccmeanz" "walking_upstairs" 11 -0.551742083518519
"fbodyaccmeanz" "walking_upstairs" 12 -0.560841212692308
"fbodyaccmeanz" "walking_upstairs" 13 -0.404785239945455
"fbodyaccmeanz" "walking_upstairs" 14 0.191693742633333
"fbodyaccmeanz" "walking_upstairs" 15 -0.5395910825
"fbodyaccmeanz" "walking_upstairs" 16 -0.335853041176471
"fbodyaccmeanz" "walking_upstairs" 17 -0.3999234945625
"fbodyaccmeanz" "walking_upstairs" 18 -0.522728377068965
"fbodyaccmeanz" "walking_upstairs" 19 -0.2196444734075
"fbodyaccmeanz" "walking_upstairs" 20 -0.318431522156863
"fbodyaccmeanz" "walking_upstairs" 21 -0.321712974042553
"fbodyaccmeanz" "walking_upstairs" 22 -0.228019952309524
"fbodyaccmeanz" "walking_upstairs" 23 -0.070577489272549
"fbodyaccmeanz" "walking_upstairs" 24 -0.312792211016949
"fbodyaccmeanz" "walking_upstairs" 25 -0.542931828
"fbodyaccmeanz" "walking_upstairs" 26 -0.499502759272727
"fbodyaccmeanz" "walking_upstairs" 27 -0.418886395098039
"fbodyaccmeanz" "walking_upstairs" 28 -0.401732939215686
"fbodyaccmeanz" "walking_upstairs" 29 -0.320487882857143
"fbodyaccmeanz" "walking_upstairs" 30 -0.36751984
"fbodyaccmeanz" "walking_downstairs" 1 -0.225574471693878
"fbodyaccmeanz" "walking_downstairs" 2 -0.131290772
"fbodyaccmeanz" "walking_downstairs" 3 -0.404452414285714
"fbodyaccmeanz" "walking_downstairs" 4 -0.494683451555556
"fbodyaccmeanz" "walking_downstairs" 5 -0.374740089574468
"fbodyaccmeanz" "walking_downstairs" 6 -0.277602590916667
"fbodyaccmeanz" "walking_downstairs" 7 -0.139216222106383
"fbodyaccmeanz" "walking_downstairs" 8 0.159589756534211
"fbodyaccmeanz" "walking_downstairs" 9 -0.103705822657857
"fbodyaccmeanz" "walking_downstairs" 10 -0.157728357742105
"fbodyaccmeanz" "walking_downstairs" 11 -0.377624755652174
"fbodyaccmeanz" "walking_downstairs" 12 -0.402121221521739
"fbodyaccmeanz" "walking_downstairs" 13 -0.151178724793617
"fbodyaccmeanz" "walking_downstairs" 14 0.280735952206667
"fbodyaccmeanz" "walking_downstairs" 15 -0.259812204547619
"fbodyaccmeanz" "walking_downstairs" 16 -0.04769426376
"fbodyaccmeanz" "walking_downstairs" 17 -0.3180818605
"fbodyaccmeanz" "walking_downstairs" 18 -0.505824358
"fbodyaccmeanz" "walking_downstairs" 19 0.110659220744872
"fbodyaccmeanz" "walking_downstairs" 20 -0.188098811986667
"fbodyaccmeanz" "walking_downstairs" 21 -0.0769713066866667
"fbodyaccmeanz" "walking_downstairs" 22 -0.322795653888889
"fbodyaccmeanz" "walking_downstairs" 23 0.280518877574074
"fbodyaccmeanz" "walking_downstairs" 24 -0.173825083587273
"fbodyaccmeanz" "walking_downstairs" 25 -0.556097089137931
"fbodyaccmeanz" "walking_downstairs" 26 -0.2796400557
"fbodyaccmeanz" "walking_downstairs" 27 -0.241600361090909
"fbodyaccmeanz" "walking_downstairs" 28 -0.308161634195652
"fbodyaccmeanz" "walking_downstairs" 29 -0.266692150208333
"fbodyaccmeanz" "walking_downstairs" 30 -0.25806736666129
"fbodyaccmeanz" "sitting" 1 -0.959184889148936
"fbodyaccmeanz" "sitting" 2 -0.970162172608696
"fbodyaccmeanz" "sitting" 3 -0.917987925384615
"fbodyaccmeanz" "sitting" 4 -0.9517837432
"fbodyaccmeanz" "sitting" 5 -0.946064216818182
"fbodyaccmeanz" "sitting" 6 -0.935798115272727
"fbodyaccmeanz" "sitting" 7 -0.904675337916667
"fbodyaccmeanz" "sitting" 8 -0.959436275869565
"fbodyaccmeanz" "sitting" 9 -0.8922013438
"fbodyaccmeanz" "sitting" 10 -0.97464465462963
"fbodyaccmeanz" "sitting" 11 -0.972855110377359
"fbodyaccmeanz" "sitting" 12 -0.954626628823529
"fbodyaccmeanz" "sitting" 13 -0.956183063510204
"fbodyaccmeanz" "sitting" 14 -0.944126078888889
"fbodyaccmeanz" "sitting" 15 -0.963227004915254
"fbodyaccmeanz" "sitting" 16 -0.959552230434783
"fbodyaccmeanz" "sitting" 17 -0.97484160453125
"fbodyaccmeanz" "sitting" 18 -0.982996441403509
"fbodyaccmeanz" "sitting" 19 -0.96633509109589
